TreeN	Species	Family	DBH	LogDBH	Locality	Dataset	Genus
WP3B0597	Pimelodendron.amboinicum	Euphorbiaceae	10.9	1.037426498	WP	1	Pimelodendron
WP3B0598	Uncaria.appendiculata	Rubiaceae	7.8	0.892094603	WP	1	Uncaria
WP3B0599	Gnetum.latifolium	Gnetaceae	8.1	0.908485019	WP	1	Gnetum
WP3B0603	Chisocheton.lasiocarpus	Meliaceae	10.2	1.008600172	WP	1	Chisocheton
WP3B0604	Litsea.timoriana	Lauraceae	10.5	1.021189299	WP	1	Litsea
WP3B0605	Gymnacranthera.paniculata	Myristicaceae	5.1	0.707570176	WP	1	Gymnacranthera
WP3B0606	Semecarpus.schlechteri	Anacardiaceae	5.5	0.740362689	WP	1	Semecarpus
WP3B0607	Litsea.timoriana	Lauraceae	8	0.903089987	WP	1	Litsea
WP3B0608	Microcos.grandiflora	Malvaceae	30.9	1.489958479	WP	1	Microcos
WP3B0609	Gymnacranthera.paniculata	Myristicaceae	6.9	0.838849091	WP	1	Gymnacranthera
WP3B0610	Neisosperma.citrodora	Apocynaceae	10.9	1.037426498	WP	1	Neisosperma
WP3B0611	Artocarpus.sepicanus	Moraceae	14.4	1.158362492	WP	1	Artocarpus
WP3B0612	Horsfieldia.basifissa	Myristicaceae	6.4	0.806179974	WP	1	Horsfieldia
WP3B0613	Litsea.timoriana	Lauraceae	7.8	0.892094603	WP	1	Litsea
WP3B0614	Archidendron.ptenopum	Fabaceae	6	0.77815125	WP	1	Archidendron
WP3B0615	Mastixiodendron.pachyclados	Rubiaceae	5.7	0.755874856	WP	1	Mastixiodendron
WP3B0616	Pimelodendron.amboinicum	Euphorbiaceae	11.4	1.056904851	WP	1	Pimelodendron
WP3B0617	Litsea.timoriana	Lauraceae	5	0.698970004	WP	1	Litsea
WP3B0618	Ternstroemia.cherryi	Pentaphylacaceae	6.6	0.819543936	WP	1	Ternstroemia
WP3B0619	Semecarpus.schlechteri	Anacardiaceae	5.8	0.763427994	WP	1	Semecarpus
WP3B0620	Maclura.amboinensis	Moraceae	6.8	0.832508913	WP	1	Maclura
WP3B0651	Dysoxylum.molle	Meliaceae	5.5	0.740362689	WP	1	Dysoxylum
WP3B0652	Horsfieldia.sylvestris	Myristicaceae	11.1	1.045322979	WP	1	Horsfieldia
WP3B0653	Cryptocarya.depressa	Lauraceae	6.2	0.792391689	WP	1	Cryptocarya
WP3B0654	Teijsmanniodendron.bogoriense	Lamiaceae	16.2	1.209515015	WP	1	Teijsmanniodendron
WP3B0655	Dysoxylum.richardianum	Meliaceae	9.8	0.991226076	WP	1	Dysoxylum
WP3B1309	Dysoxylum.arborescens	Meliaceae	64	1.806179974	WP	1	Dysoxylum
WP3C0621	Syzygium.furfuraceum	Myrtaceae	5.4	0.73239376	WP	1	Syzygium
WP3C0622	Archidendron.ptenopum	Fabaceae	12.6	1.100370545	WP	1	Archidendron
WP3C0623	Ficus.hombroniana	Moraceae	11.7	1.068185862	WP	1	Ficus
WP3C0624	Teijsmanniodendron.bogoriense	Lamiaceae	29.3	1.46686762	WP	1	Teijsmanniodendron
WP3C0625	Microcos.grandiflora	Malvaceae	30	1.477121255	WP	1	Microcos
WP3C0626	Mastixiodendron.pachyclados	Rubiaceae	6	0.77815125	WP	1	Mastixiodendron
WP3C0627	Gnetum.gnemon	Gnetaceae	13.9	1.1430148	WP	1	Gnetum
WP3C0628	Teijsmanniodendron.bogoriense	Lamiaceae	12.9	1.11058971	WP	1	Teijsmanniodendron
WP3C0629	Cryptocarya.massoy	Lauraceae	12.5	1.096910013	WP	1	Cryptocarya
WP3C0630	Maniltoa.psilogyne	Fabaceae	48	1.681241237	WP	1	Maniltoa
WP3C0631	Litsea.timoriana	Lauraceae	10.2	1.008600172	WP	1	Litsea
WP3C0632	Clymenia.polyandra	Rutaceae	8.5	0.929418926	WP	1	Clymenia
WP3C0633	Ziziphus.angustifolia	Rhamnaceae	10.4	1.017033339	WP	1	Ziziphus
WP3C0634	Palaquium.warburgianum	Sapotaceae	5.3	0.72427587	WP	1	Palaquium
WP3C0635	Pometia.pinnata	Sapindaceae	19.3	1.285557309	WP	1	Pometia
WP3C0636	Pangium.edule	Achariaceae	12.4	1.093421685	WP	1	Pangium
WP3C0637	Terminalia.complanata	Combretaceae	7.6	0.880813592	WP	1	Terminalia
WP3C0638	Litsea.timoriana	Lauraceae	6.6	0.819543936	WP	1	Litsea
WP3C0639	Terminalia.complanata	Combretaceae	45.7	1.6599162	WP	1	Terminalia
WP3C0640	Faradaya.splendida	Lamiaceae	8	0.903089987	WP	1	Faradaya
WP3C0641	Pometia.pinnata	Sapindaceae	9.6	0.982271233	WP	1	Pometia
WP3C0642	Pterocarpus.indicus	Fabaceae	20.3	1.307496038	WP	1	Pterocarpus
WP3C0643	Syzygium.longipes	Myrtaceae	6.2	0.792391689	WP	1	Syzygium
WP3C0644	Horsfieldia.basifissa	Myristicaceae	18.6	1.269512944	WP	1	Horsfieldia
WP3C0645	Mastixiodendron.pachyclados	Rubiaceae	8.2	0.913813852	WP	1	Mastixiodendron
WP3C0646	Chionanthus.sessiliflorus	Oleaceae	11.9	1.075546961	WP	1	Chionanthus
WP3C0647	Syzygium.gonatanthum	Myrtaceae	5.5	0.740362689	WP	1	Syzygium
WP3C0656	Dysoxylum.arborescens	Meliaceae	6.1	0.785329835	WP	1	Dysoxylum
WP3C0657	Horsfieldia.irya	Myristicaceae	5.2	0.716003344	WP	1	Horsfieldia
WP3C0658	Pometia.pinnata	Sapindaceae	13.3	1.123851641	WP	1	Pometia
WP3C0659	Uncaria.appendiculata	Rubiaceae	5.7	0.755874856	WP	1	Uncaria
WP3C0660	Neoscortechinia.forbesii	Euphorbiaceae	14.2	1.152288344	WP	1	Neoscortechinia
WP3C0661	Litsea.timoriana	Lauraceae	7.6	0.880813592	WP	1	Litsea
WP3C0662	Gnetum.gnemon	Gnetaceae	19.9	1.298853076	WP	1	Gnetum
WP3C0663	Neonauclea.obversifolia	Rubiaceae	30.9	1.489958479	WP	1	Neonauclea
WP3C0664	Celtis.philippensis	Cannabaceae	5.7	0.755874856	WP	1	Celtis
WP3C0665	Sterculia.ampla	Malvaceae	7.1	0.851258349	WP	1	Sterculia
WP3C0666	Planchonella.sp.	Sapotaceae	7.1	0.851258349	WP	1	Planchonella
WP3C0667	Dysoxylum.alliaceum	Meliaceae	6.8	0.832508913	WP	1	Dysoxylum
WP3C0668	Dysoxylum.pettigrewianum	Meliaceae	10.9	1.037426498	WP	1	Dysoxylum
WP3C0669	Pimelodendron.amboinicum	Euphorbiaceae	10	1	WP	1	Pimelodendron
WP3C0670	Archidendron.ptenopum	Fabaceae	13.3	1.123851641	WP	1	Archidendron
WP3C0671	Horsfieldia.basifissa	Myristicaceae	7.4	0.86923172	WP	1	Horsfieldia
WP3C0672	Phyllanthus.clamboides	Phyllanthaceae	5.8	0.763427994	WP	1	Phyllanthus
WP3C0673	Horsfieldia.basifissa	Myristicaceae	5.3	0.72427587	WP	1	Horsfieldia
WP3C0674	Chisocheton.ceramicus	Meliaceae	6.9	0.838849091	WP	1	Chisocheton
WP3C1310	Dysoxylum.sp.	Meliaceae	NA	NA	WP	1	Dysoxylum
WP3C1311	Macaranga.fallacina	Euphorbiaceae	5	0.698970004	WP	1	Macaranga
WP3D0648	Allophylus.cobbe	Sapindaceae	26.1	1.416640507	WP	1	Allophylus
WP3D0649	Pangium.edule	Achariaceae	12.1	1.08278537	WP	1	Pangium
WP3D0650	Gymnacranthera.paniculata	Myristicaceae	11.2	1.049218023	WP	1	Gymnacranthera
WP3D0675	Mastixiodendron.pachyclados	Rubiaceae	7.2	0.857332496	WP	1	Mastixiodendron
WP3D0676	Litsea.timoriana	Lauraceae	6.4	0.806179974	WP	1	Litsea
WP3D0677	Terminalia.kaernbachii	Combretaceae	17.2	1.235528447	WP	1	Terminalia
WP3D0678	Horsfieldia.basifissa	Myristicaceae	5.2	0.716003344	WP	1	Horsfieldia
WP3D0679	Sterculia.ampla	Malvaceae	34.6	1.539076099	WP	1	Sterculia
WP3D0680	Chisocheton.trichocladus	Meliaceae	11.5	1.06069784	WP	1	Chisocheton
WP3D0681	Teijsmanniodendron.bogoriense	Lamiaceae	5.5	0.740362689	WP	1	Teijsmanniodendron
WP3D0682	Pangium.edule	Achariaceae	5.3	0.72427587	WP	1	Pangium
WP3D0683	Palaquium.warburgianum	Sapotaceae	5.7	0.755874856	WP	1	Palaquium
WP3D0684	Chisocheton.ceramicus	Meliaceae	13.1	1.117271296	WP	1	Chisocheton
WP3D0685	Cayratia.schumanniana	Vitaceae	5.1	0.707570176	WP	1	Cayratia
WP3D0686	Celtis.philippensis	Cannabaceae	12.6	1.100370545	WP	1	Celtis
WP3D0687	Omphalea.papuana	Euphorbiaceae	6.2	0.792391689	WP	1	Omphalea
WP3D0688	Mastixiodendron.pachyclados	Rubiaceae	28.1	1.44870632	WP	1	Mastixiodendron
WP3D0689	Dysoxylum.pettigrewianum	Meliaceae	10.3	1.012837225	WP	1	Dysoxylum
WP3D0690	Canarium.oleosum	Burseraceae	11.6	1.064457989	WP	1	Canarium
WP3D0691	Litsea.timoriana	Lauraceae	6.9	0.838849091	WP	1	Litsea
WP3D0692	Haplolobus.floribunda	Burseraceae	5.5	0.740362689	WP	1	Haplolobus
WP3D0693	Horsfieldia.basifissa	Myristicaceae	6.1	0.785329835	WP	1	Horsfieldia
WP3D0694	Gnetum.gnemon	Gnetaceae	19.9	1.298853076	WP	1	Gnetum
WP3D0695	Pangium.edule	Achariaceae	43.1	1.63447727	WP	1	Pangium
WP3D0696	Dysoxylum.papuanum	Meliaceae	9.5	0.977723605	WP	1	Dysoxylum
WP3D0697	Horsfieldia.basifissa	Myristicaceae	8.1	0.908485019	WP	1	Horsfieldia
WP3D0698	Prunus.schlechteri	Rosaceae	6.8	0.832508913	WP	1	Prunus
WP3D0699	Horsfieldia.basifissa	Myristicaceae	5	0.698970004	WP	1	Horsfieldia
WP3D0700	Pometia.pinnata	Sapindaceae	6.1	0.785329835	WP	1	Pometia
WP3D0701	Pimelodendron.amboinicum	Euphorbiaceae	17.3	1.238046103	WP	1	Pimelodendron
WP3D0702	Planchonella.sp.	Sapotaceae	6.5	0.812913357	WP	1	Planchonella
WP3D0703	Ficus.hahliana	Moraceae	7	0.84509804	WP	1	Ficus
WP3D0704	Cerbera.floribunda	Apocynaceae	28.7	1.457881897	WP	1	Cerbera
WP3D0705	Syzygium.longipes	Myrtaceae	7.7	0.886490725	WP	1	Syzygium
WP3D0706	Bridelia.macrocarpa	Phyllanthaceae	6.4	0.806179974	WP	1	Bridelia
WP3D0707	Microcos.argentata	Malvaceae	6.1	0.785329835	WP	1	Microcos
WP3D0708	Palaquium.morobense	Sapotaceae	7.9	0.897627091	WP	1	Palaquium
WP3D0709	Celtis.philippensis	Cannabaceae	9.3	0.968482949	WP	1	Celtis
WP3D0710	Dysoxylum.richardianum	Meliaceae	5.9	0.770852012	WP	1	Dysoxylum
WP3D0711	Pimelodendron.amboinicum	Euphorbiaceae	8.4	0.924279286	WP	1	Pimelodendron
WP3D0712	Endiandra.squarrosa	Lauraceae	14.6	1.164352856	WP	1	Endiandra
WP3D0713	Dysoxylum.richardianum	Meliaceae	6.1	0.785329835	WP	1	Dysoxylum
WP3D0714	Gnetum.gnemon	Gnetaceae	5.8	0.763427994	WP	1	Gnetum
WP3D0715	Celtis.latifolia	Cannabaceae	8.9	0.949390007	WP	1	Celtis
WP3D0716	Chisocheton.ceramicus	Meliaceae	12.6	1.100370545	WP	1	Chisocheton
WP3D0717	Gymnacranthera.paniculata	Myristicaceae	11.5	1.06069784	WP	1	Gymnacranthera
WP3D0718	Palaquium.morobense	Sapotaceae	6.2	0.792391689	WP	1	Palaquium
WP3D0719	Gnetum.gnemon	Gnetaceae	12.9	1.11058971	WP	1	Gnetum
WP3D0720	Pimelodendron.amboinicum	Euphorbiaceae	23.2	1.365487985	WP	1	Pimelodendron
WP3D0721	Pometia.pinnata	Sapindaceae	52.2	1.717670503	WP	1	Pometia
WP3D0722	Elaeocarpus.amplifolius	Elaeocarpaceae	6.4	0.806179974	WP	1	Elaeocarpus
WP3D0723	Pimelodendron.amboinicum	Euphorbiaceae	11.2	1.049218023	WP	1	Pimelodendron
WP3D0724	Phyllanthus.clamboides	Phyllanthaceae	6.8	0.832508913	WP	1	Phyllanthus
WP3D0725	Chisocheton.ceramicus	Meliaceae	5	0.698970004	WP	1	Chisocheton
WP3D0726	Sloanea.sogerensis	Elaeocarpaceae	12.8	1.10720997	WP	1	Sloanea
WP3D0727	Aglaia.lepiorrhachis	Meliaceae	8.7	0.939519253	WP	1	Aglaia
WP3D0728	Pimelodendron.amboinicum	Euphorbiaceae	16.9	1.227886705	WP	1	Pimelodendron
WP3D0729	Pisonia.longirostris	Nyctaginaceae	12.8	1.10720997	WP	1	Pisonia
WP3D0730	Dracontomelon.lenticulatum	Anacardiaceae	8.9	0.949390007	WP	1	Dracontomelon
WP3D0731	Chisocheton.ceramicus	Meliaceae	8.9	0.949390007	WP	1	Chisocheton
WP3D0732	Neonauclea.obversifolia	Rubiaceae	28.8	1.459392488	WP	1	Neonauclea
WP3D0733	Myristica.fatua	Myristicaceae	7.8	0.892094603	WP	1	Myristica
WP3D0734	Neonauclea.obversifolia	Rubiaceae	36.8	1.565847819	WP	1	Neonauclea
WP3D0750	Syzygium.thornei	Myrtaceae	NA	NA	WP	1	Syzygium
WP3D0751	Archidendron.ptenopum	Fabaceae	9.1	0.959041392	WP	1	Archidendron
WP3D0752	Syzygium.sp.	Myrtaceae	NA	NA	WP	1	Syzygium
WP3D0753	Ficus.congesta	Moraceae	8.5	0.929418926	WP	1	Ficus
WP3D0754	Macaranga.fallacina	Euphorbiaceae	6.7	0.826074803	WP	1	Macaranga
WP3D1312	Pimelodendron.amboinicum	Euphorbiaceae	5.6	0.748188027	WP	1	Pimelodendron
WP3D1313	Phyllanthus.clamboides	Phyllanthaceae	5.7	0.755874856	WP	1	Phyllanthus
WP3D1314	Rourea.minor	Connaraceae	5.1	0.707570176	WP	1	Rourea
WP3E0735	Teijsmanniodendron.bogoriense	Lamiaceae	15.2	1.181843588	WP	1	Teijsmanniodendron
WP3E0736	Canthium.cymigera	Rubiaceae	26.4	1.421603927	WP	1	Canthium
WP3E0737	Cryptocarya.multipaniculata	Lauraceae	11.3	1.053078443	WP	1	Cryptocarya
WP3E0738	Chisocheton.trichocladus	Meliaceae	13.7	1.136720567	WP	1	Chisocheton
WP3E0739	Pometia.pinnata	Sapindaceae	8.6	0.934498451	WP	1	Pometia
WP3E0740	Syzygium.longipes	Myrtaceae	7.1	0.851258349	WP	1	Syzygium
WP3E0741	Gulubia.costata	Arecaceae	24.5	1.389166084	WP	1	Gulubia
WP3E0742	Litsea.timoriana	Lauraceae	8	0.903089987	WP	1	Litsea
WP3E0743	Pimelodendron.amboinicum	Euphorbiaceae	19.1	1.281033367	WP	1	Pimelodendron
WP3E0744	Pometia.pinnata	Sapindaceae	10.9	1.037426498	WP	1	Pometia
WP3E0745	Neonauclea.obversifolia	Rubiaceae	25	1.397940009	WP	1	Neonauclea
WP3E0746	Litsea.timoriana	Lauraceae	11.9	1.075546961	WP	1	Litsea
WP3E0747	Ziziphus.angustifolia	Rhamnaceae	7.2	0.857332496	WP	1	Ziziphus
WP3E0748	Allophylus.cobbe	Sapindaceae	8	0.903089987	WP	1	Allophylus
WP3E0749	Pometia.pinnata	Sapindaceae	14.3	1.155336037	WP	1	Pometia
WP3E0750	Syzygium.branderhorstii	Myrtaceae	6.6	0.819543936	WP	1	Syzygium
WP3E0755	Cryptocarya.caloneura	Lauraceae	8.5	0.929418926	WP	1	Cryptocarya
WP3E0756	Pangium.edule	Achariaceae	15.6	1.193124598	WP	1	Pangium
WP3E0757	Syzygium.gonatanthum	Myrtaceae	5.3	0.72427587	WP	1	Syzygium
WP3E0758	Alstonia.scholaris	Apocynaceae	41	1.612783857	WP	1	Alstonia
WP3E0759	Chisocheton.trichocladus	Meliaceae	8.5	0.929418926	WP	1	Chisocheton
WP3E0760	Teijsmanniodendron.bogoriense	Lamiaceae	7	0.84509804	WP	1	Teijsmanniodendron
WP3E0761	Tristiropsis.acutangula	Sapindaceae	5.9	0.770852012	WP	1	Tristiropsis
WP3E0762	Horsfieldia.sylvestris	Myristicaceae	7.9	0.897627091	WP	1	Horsfieldia
WP3E0770	Heritiera.littoralis	Malvaceae	7.3	0.86332286	WP	1	Heritiera
WP3E0771	Phyllanthus.clamboides	Phyllanthaceae	5.2	0.716003344	WP	1	Phyllanthus
WP3E0772	Strychnos.minor	Loganiaceae	7.2	0.857332496	WP	1	Strychnos
WP3E0773	Horsfieldia.basifissa	Myristicaceae	7.6	0.880813592	WP	1	Horsfieldia
WP3E0774	Aceratium.oppositifolium	Elaeocarpaceae	6.5	0.812913357	WP	1	Aceratium
WP3E0775	Neisosperma.citrodora	Apocynaceae	7.5	0.875061263	WP	1	Neisosperma
WP3E0776	Syzygium.longipes	Myrtaceae	14.6	1.164352856	WP	1	Syzygium
WP3E0777	Horsfieldia.basifissa	Myristicaceae	6.9	0.838849091	WP	1	Horsfieldia
WP3E0778	Macaranga.punctata	Euphorbiaceae	12	1.079181246	WP	1	Macaranga
WP3E0779	Dendrocnide.longifolia	Urticaceae	6.7	0.826074803	WP	1	Dendrocnide
WP3E0780	Neonauclea.obversifolia	Rubiaceae	23.2	1.365487985	WP	1	Neonauclea
WP3E0781	Gnetum.latifolium	Gnetaceae	7.6	0.880813592	WP	1	Gnetum
WP3E0782	Pangium.edule	Achariaceae	34	1.531478917	WP	1	Pangium
WP3E0783	Horsfieldia.basifissa	Myristicaceae	15.4	1.187520721	WP	1	Horsfieldia
WP3E0784	Macaranga.fallacina	Euphorbiaceae	6.6	0.819543936	WP	1	Macaranga
WP3E0785	Horsfieldia.basifissa	Myristicaceae	5.2	0.716003344	WP	1	Horsfieldia
WP3E0786	Pisonia.longirostris	Nyctaginaceae	7.5	0.875061263	WP	1	Pisonia
WP3E0787	Canarium.acutifolium	Burseraceae	7.2	0.857332496	WP	1	Canarium
WP3E0788	Celtis.latifolia	Cannabaceae	8.9	0.949390007	WP	1	Celtis
WP3E0801	Dysoxylum.arborescens	Meliaceae	6	0.77815125	WP	1	Dysoxylum
WP3E0802	Pangium.edule	Achariaceae	7.8	0.892094603	WP	1	Pangium
WP3E0803	Tristiropsis.acutangula	Sapindaceae	14.2	1.152288344	WP	1	Tristiropsis
WP3E0804	Neonauclea.obversifolia	Rubiaceae	10.9	1.037426498	WP	1	Neonauclea
WP3E0805	Aphanamixis.polystachya	Meliaceae	5	0.698970004	WP	1	Aphanamixis
WP3E0806	Horsfieldia.basifissa	Myristicaceae	12.2	1.086359831	WP	1	Horsfieldia
WP3E0807	Neonauclea.obversifolia	Rubiaceae	48.6	1.686636269	WP	1	Neonauclea
WP3E0808	Horsfieldia.basifissa	Myristicaceae	5.4	0.73239376	WP	1	Horsfieldia
WP3E0809	Pimelodendron.amboinicum	Euphorbiaceae	11.6	1.064457989	WP	1	Pimelodendron
WP3E0810	Xanthophyllum.papuanum	Polygalaceae	16	1.204119983	WP	1	Xanthophyllum
WP3E0811	Chisocheton.ceramicus	Meliaceae	6.8	0.832508913	WP	1	Chisocheton
WP3E1315	Gmelina.palawensis	Lamiaceae	5.1	0.707570176	WP	1	Gmelina
WP3E1316	Papuechites.aambe	Apocynaceae	5	0.698970004	WP	1	Papuechites
WP3E1317	Abrus.precatorius	Fabaceae	7	0.84509804	WP	1	Abrus
WP3E1318	Ziziphus.angustifolia	Rhamnaceae	6	0.77815125	WP	1	Ziziphus
WP4A0960	Macaranga.punctata	Euphorbiaceae	8.9	0.949390007	WP	1	Macaranga
WP4A0961	Gnetum.gnemonoides	Gnetaceae	11.6	1.064457989	WP	1	Gnetum
WP4A0962	Mallotus.peltatus	Euphorbiaceae	5.3	0.72427587	WP	1	Mallotus
WP4A0963	Mastixiodendron.pachyclados	Rubiaceae	83.7	1.922725458	WP	1	Mastixiodendron
WP4A0964	Phyllanthus.clamboides	Phyllanthaceae	6.7	0.826074803	WP	1	Phyllanthus
WP4A0965	Antidesma.oliverianum	Phyllanthaceae	5.3	0.72427587	WP	1	Antidesma
WP4A0966	Celtis.latifolia	Cannabaceae	12.9	1.11058971	WP	1	Celtis
WP4A0967	Aglaia.argentea	Meliaceae	6.3	0.799340549	WP	1	Aglaia
WP4A0968	Celtis.latifolia	Cannabaceae	6.9	0.838849091	WP	1	Celtis
WP4A0969	Versteegia.cauliflora	Rubiaceae	8.1	0.908485019	WP	1	Versteegia
WP4A0970	Ficus.hombroniana	Moraceae	16	1.204119983	WP	1	Ficus
WP4A0971	Mallotus.peltatus	Euphorbiaceae	6.3	0.799340549	WP	1	Mallotus
WP4A0972	Terminalia.complanata	Combretaceae	15.6	1.193124598	WP	1	Terminalia
WP4A0973	Phyllanthus.clamboides	Phyllanthaceae	6.8	0.832508913	WP	1	Phyllanthus
WP4A0974	Ficus.pungens	Moraceae	11.1	1.045322979	WP	1	Ficus
WP4A0975	Sterculia.ampla	Malvaceae	6.5	0.812913357	WP	1	Sterculia
WP4A0976	Ficus.arfakensis	Moraceae	9.1	0.959041392	WP	1	Ficus
WP4A0977	Mallotus.peltatus	Euphorbiaceae	5.6	0.748188027	WP	1	Mallotus
WP4A0978	Canarium.acutifolium	Burseraceae	9	0.954242509	WP	1	Canarium
WP4A0979	Macaranga.ducis	Euphorbiaceae	8.9	0.949390007	WP	1	Macaranga
WP4A0980	Macaranga.neobritannica	Euphorbiaceae	8.3	0.919078092	WP	1	Macaranga
WP4A0981	Terminalia.complanata	Combretaceae	6.3	0.799340549	WP	1	Terminalia
WP4A0982	Semecarpus.schlechteri	Anacardiaceae	8	0.903089987	WP	1	Semecarpus
WP4A0983	Gnetum.gnemon	Gnetaceae	7.8	0.892094603	WP	1	Gnetum
WP4A0984	Sterculia.schumanniana	Malvaceae	19.5	1.290034611	WP	1	Sterculia
WP4A0985	Macaranga.aleuritoides	Euphorbiaceae	9.7	0.986771734	WP	1	Macaranga
WP4A0986	Micromelum.minutum	Rutaceae	6.6	0.819543936	WP	1	Micromelum
WP4A0987	Terminalia.kaernbachii	Combretaceae	6.7	0.826074803	WP	1	Terminalia
WP4A0988	Pometia.pinnata	Sapindaceae	5.9	0.770852012	WP	1	Pometia
WP4A0989	Prunus.schlechteri	Rosaceae	10.6	1.025305865	WP	1	Prunus
WP4A0990	Macaranga.fallacina	Euphorbiaceae	9.1	0.959041392	WP	1	Macaranga
WP4A0991	Microcos.grandiflora	Malvaceae	7.3	0.86332286	WP	1	Microcos
WP4A0992	Canarium.sp.	Burseraceae	NA	NA	WP	1	Canarium
WP4A0993	Microcos.argentata	Malvaceae	6.4	0.806179974	WP	1	Microcos
WP4A0994	Celtis.latifolia	Cannabaceae	7	0.84509804	WP	1	Celtis
WP4A0995	Aphanamixis.polystachya	Meliaceae	5.5	0.740362689	WP	1	Aphanamixis
WP4A0996	Gulubia.costata	Arecaceae	19.3	1.285557309	WP	1	Gulubia
WP4A1021	Horsfieldia.irya	Myristicaceae	6	0.77815125	WP	1	Horsfieldia
WP4A1022	Celtis.latifolia	Cannabaceae	10.9	1.037426498	WP	1	Celtis
WP4A1023	Cryptocarya.mackinnoniana	Lauraceae	5.8	0.763427994	WP	1	Cryptocarya
WP4A1024	Chisocheton.ceramicus	Meliaceae	15.4	1.187520721	WP	1	Chisocheton
WP4A1025	Erythrospermum.candidum	Salicaceae	5.8	0.763427994	WP	1	Erythrospermum
WP4A1026	Ficus.hahliana	Moraceae	6.1	0.785329835	WP	1	Ficus
WP4A1027	Gnetum.gnemonoides	Gnetaceae	12.1	1.08278537	WP	1	Gnetum
WP4A1028	Terminalia.complanata	Combretaceae	8.2	0.913813852	WP	1	Terminalia
WP4A1029	Horsfieldia.basifissa	Myristicaceae	6.2	0.792391689	WP	1	Horsfieldia
WP4A1030	Teijsmanniodendron.bogoriense	Lamiaceae	61	1.785329835	WP	1	Teijsmanniodendron
WP4A1031	Horsfieldia.basifissa	Myristicaceae	7.7	0.886490725	WP	1	Horsfieldia
WP4A1032	Cinnamomum.grandiflorum	Lauraceae	14.9	1.173186268	WP	1	Cinnamomum
WP4A1033	Polyalthia.sp..1	Annonaceae	5.6	0.748188027	WP	1	Polyalthia
WP4A1034	Microcos.grandiflora	Malvaceae	6.5	0.812913357	WP	1	Microcos
WP4A1035	Endocomia.macrocoma	Myristicaceae	11.5	1.06069784	WP	1	Endocomia
WP4A1036	Macaranga.aleuritoides	Euphorbiaceae	12.6	1.100370545	WP	1	Macaranga
WP4A1037	Gymnacranthera.paniculata	Myristicaceae	5.8	0.763427994	WP	1	Gymnacranthera
WP4A1038	Macaranga.ducis	Euphorbiaceae	8.9	0.949390007	WP	1	Macaranga
WP4A1039	Pimelodendron.amboinicum	Euphorbiaceae	6.5	0.812913357	WP	1	Pimelodendron
WP4A1040	Xanthophyllum.papuanum	Polygalaceae	8.3	0.919078092	WP	1	Xanthophyllum
WP4A1041	Horsfieldia.basifissa	Myristicaceae	5.9	0.770852012	WP	1	Horsfieldia
WP4A1042	Celtis.latifolia	Cannabaceae	5.7	0.755874856	WP	1	Celtis
WP4A1043	Syzygium.malaccense	Myrtaceae	6.7	0.826074803	WP	1	Syzygium
WP4A1044	Syzygium.branderhorstii	Myrtaceae	7.3	0.86332286	WP	1	Syzygium
WP4A1045	Pometia.pinnata	Sapindaceae	6.7	0.826074803	WP	1	Pometia
WP4A1046	Archidendron.ptenopum	Fabaceae	6.1	0.785329835	WP	1	Archidendron
WP4A1047	Sterculia.ampla	Malvaceae	6.4	0.806179974	WP	1	Sterculia
WP4A1048	Ficus.hahliana	Moraceae	5.8	0.763427994	WP	1	Ficus
WP4A1337	Mallotus.peltatus	Euphorbiaceae	5.8	0.763427994	WP	1	Mallotus
WP4A1338	Microcos.argentata	Malvaceae	6	0.77815125	WP	1	Microcos
WP4A1339	Ficus.hahliana	Moraceae	6.4	0.806179974	WP	1	Ficus
WP4A1340	Versteegia.cauliflora	Rubiaceae	5.6	0.748188027	WP	1	Versteegia
WP4A1341	Horsfieldia.basifissa	Myristicaceae	5.1	0.707570176	WP	1	Horsfieldia
WP4A1342	Pimelodendron.amboinicum	Euphorbiaceae	5.1	0.707570176	WP	1	Pimelodendron
WP4A1343	Guioa.comesperma	Sapindaceae	5.1	0.707570176	WP	1	Guioa
WP4A1344	Pimelodendron.amboinicum	Euphorbiaceae	5	0.698970004	WP	1	Pimelodendron
WP4A1345	Macaranga.novoguineensis	Euphorbiaceae	5	0.698970004	WP	1	Macaranga
WP4B0851	Dracontomelon.dao	Anacardiaceae	59.7	1.775974331	WP	1	Dracontomelon
WP4B0852	Celtis.latifolia	Cannabaceae	6.9	0.838849091	WP	1	Celtis
WP4B0853	Gymnacranthera.paniculata	Myristicaceae	8.2	0.913813852	WP	1	Gymnacranthera
WP4B0854	Strychnos.minor	Loganiaceae	7.4	0.86923172	WP	1	Strychnos
WP4B0855	Terminalia.complanata	Combretaceae	9.7	0.986771734	WP	1	Terminalia
WP4B0856	Litsea.timoriana	Lauraceae	7.7	0.886490725	WP	1	Litsea
WP4B0857	Terminalia.kaernbachii	Combretaceae	10.5	1.021189299	WP	1	Terminalia
WP4B0934	Pimelodendron.amboinicum	Euphorbiaceae	7	0.84509804	WP	1	Pimelodendron
WP4B0935	Phyllanthus.clamboides	Phyllanthaceae	7.7	0.886490725	WP	1	Phyllanthus
WP4B0936	Ternstroemia.cherryi	Pentaphylacaceae	8.6	0.934498451	WP	1	Ternstroemia
WP4B0937	Versteegia.cauliflora	Rubiaceae	9.1	0.959041392	WP	1	Versteegia
