plant	herbivore	parasitoid
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
CON	TORT005	0
CON	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
BER	TORT005	0
HIS	TORT005	0
CON	TORT005	0
CON	TORT005	0
PUN	TORT005	0
PAR	TORT005	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
MAF	CHOR008	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
MAA	CHOR008	0
MAA	CHOR013	0
MAA	CHOR008	0
MAA	CHOR008	0
MAA	CHOR013	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PUN	CHOR002	0
PUN	CHOR002	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAA	CHOR008	0
MAA	CHOR013	0
MAU	CHOR008	0
MAU	CHOR008	0
BER	CHOR002	0
BER	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAU	CHOR008	0
MAU	CHOR008	0
MAU	CHOR008	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
BER	CHOR002	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
CON	CHOR001	0
MAU	CHOR008	0
MAU	CHOR008	0
MAF	CHOR008	0
MAF	XXXX021	0
MAF	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
MAU	CHOR008	0
MAU	CHOR008	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
MAU	CHOR008	0
MAU	CHOR008	0
MAA	CHOR013	0
MAA	CHOR008	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
MAU	CHOR008	0
PAR	CHOR002	0
PAR	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
PUN	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
BER	CHOR002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM002	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM009	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
COP	CRAM006	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAA	XXXX021	0
MAF	XXXX021	0
MAF	XXXX021	0
DAM	ARCT002	0
BER	ARCT002	0
PAR	NOCT004	0
PAR	NOCT002	0
MAA	LYMA007	0
MAA	LYMA007	0
MAA	LYMA007	0
MAA	LYMA007	0
MAA	LYMA007	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
MAF	GEOM151	0
PAR	CHOR002	0
PAR	CHOR002	0
COP	TORT006	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
PAR	CHOR002	0
PAR	CHOR002	0
PAR	CHOR002	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
DAM	CHOR016	0
PAR	CHOR002	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
MAU	XXXX048	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
HIS	CHOR002	0
CON	TORT005	0
CON	CHOR011	0
CON	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
PAR	CHOR011	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
PAR	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
CON	TORT005	0
PAR	TORT005	0
CON	TORT005	0
CON	TORT005	0
BER	TORT005	0
BER	TORT005	0
CON	TORT005	0
BER	TORT005	0
CON	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
PAR	TORT005	0
MAQ	THYR005	0
MAU	XXXX097	0
GUL	CRAM005	ROGA001
GUL	CRAM005	ROGA001
GUL	CRAM005	ROGA001
GUL	CRAM005	ROGA001
GUL	CRAM005	ROGA001
GUL	CRAM005	ROGA001
GUL	CHOR002	ROGA001
MOL	CHOR002	MICR038
GEU	PYRA003	MICR001
GUL	CRAM005	CENT001
GEU	CHOR012	AGAT021
GEU	PYRA003	MICR001
KLE	XXXX116	MICR034
TRI	CRAM013	ICHN004
TRI	CRAM013	ICHN017
TRI	GEOM034	ICHN004
HYB	CRAM012	ICHN004
TRI	CRAM013	MICR034
GEU	PYRA003	MICR001
TRI	CRAM013	MICR034
TRI	CRAM013	MICR034
TRI	PYRA021	MICR001
GEU	PYRA003	MICR001
GEU	PYRA003	MICR001
GEU	PYRA003	MICR001
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
KLE	TORT008	AGAT041
GEU	PYRA003	MICR001
GEU	PYRA003	MICR001
GEU	PYRA003	MICR001
TRI	CRAM012	ICHN004
TRI	PYRA021	MICR001
HYB	CRAM012	ICHN025
HYB	CRAM012	ICHN025
GEU	PYRA003	MICR001
TRI	CRAM013	ICHN004
HYB	CRAM012	MICR094
HYB	CRAM012	ROGA013
GEU	HYBL001	CHAL008
GEU	PYRA003	MICR001
TRI	CRAM013	ICHN004
GEU	PYRA003	MICR001
TRI	CRAM013	ICHN004
TRI	PYRA021	MICR001
LEE	CRAM078	AGAT075
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
GEU	PYRA003	MICR001
GEU	PYRA003	MICR001
TRI	PYRA021	MICR001
TRI	CRAM013	ICHN004
TRI	CRAM012	ICHN004
GEU	PYRA003	MICR001
TRI	CRAM013	ICHN004
GEU	PYRA003	ICHN032
GEU	PYRA003	MICR001
GEU	PYRA003	MICR035
TRI	PYRA021	ICHN004
TRI	PYRA021	MICR001
TRI	PYRA021	MICR001
TRI	PYRA021	MICR233
TRI	CRAM013	ICHN004
GEU	CHOR012	AGAT021
TRI	TORT008	CHEL001
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
GEU	PYRA003	MICR001
TRI	CRAM013	ICHN004
GEU	CHOR012	AGAT021
HYB	CHOR012	AGAT019
TRI	CHOR012	MICR001
GEU	PYRA003	MICR001
GEU	PYRA003	MICR001
TRI	CRAM013	ICHN004
TRI	CRAM013	MICR034
GEU	CHOR012	AGAT021
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
TRI	CRAM013	CHEL010
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GUL	CRAM005	TACH040
GEU	PYRA003	TACH040
GEU	CHOR012	TACH040
HYB	CRAM013	TACH032
GEU	PYRA003	TACH040
TRI	THYR010	TACH158
TRI	LYMA059	TACH158
KLE	LYMA060	TACH162
HYB	CRAM012	TACH044
TRI	PYRA021	TACH161
TRI	CRAM013	TACH032
KLE	LYMA039	TACH113
KLE	CRAM012	TACH044
GEU	PYRA003	TACH040
GEU	PYRA003	TACH040
HYB	CRAM013	TACH032
BAR	PYRA027	TACH032
TRI	CRAM013	TACH032
GEU	PYRA003	TACH040
LEE	CRAM078	TACH298
HEL	PYRA026	TACH032
LEE	CRAM078	TACH167
LEE	CRAM078	TACH040
HEL	PYRA026	TACH032
HEL	PYRA026	TACH032
BAR	PYRA027	TACH032
HEL	PYRA026	TACH032
KLE	LYMA060	TACH180
LEE	CRAM078	TACH040
KLE	LYMA060	TACH180
KLE	TORT022	TACH026
TRI	CRAM013	TACH032
TRI	PYRA021	TACH032
HYB	CRAM012	CENT001
TRI	PYRA021	MICR001
HYB	CRAM012	ICHN025
TRI	CRAM013	CENT001
TRI	PYRA021	CHEL010
TRI	PYRA021	MICR001
GEU	CHOR012	AGAT021
TRI	CRAM013	CENT001
TRI	CRAM013	MICR034
LEE	CRAM078	AGAT075
KLE	TORT008	CHEL018
LEE	CRAM078	ROGA003
LEE	CRAM078	AGAT075
HEL	PYRA026	CHAL001
HEL	PYRA026	CHAL001
HEL	PYRA026	CHAL001
TRI	CRAM013	MICR034
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
TRI	CRAM013	CENT001
HYB	CHOR012	ICHN002
HYB	CRAM012	CENT001
HYB	CRAM012	CENT001
HYB	CHOR012	AGAT019
TRI	CRAM013	ICHN004
LEE	CRAM078	ROGA003
TRI	CRAM013	ICHN004
HYB	NOCT085	AGAT018
TRI	CRAM013	CENT001
GEU	CHOR012	AGAT021
GEU	PYRA003	MICR001
GEU	PYRA003	MICR001
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
GEU	PYRA003	MICR001
GEU	CHOR012	AGAT021
GEU	PYRA013	ICHN017
GEU	CHOR012	AGAT021
GEU	PYRA003	MICR001
GEU	PYRA013	METE001
GEU	CHOR012	AGAT021
GEU	PYRA013	METE001
TRI	CRAM013	ICHN004
TRI	CRAM013	ICHN025
TRI	CRAM013	CHAL004
TRI	CRAM013	ICHN004
TRI	CRAM012	ICHN004
TRI	PYRA021	ICHN004
TRI	GEOM132	ICHN004
TRI	PYRA021	ICHN004
TRI	CRAM013	ICHN004
TRI	PYRA021	MICR001
TRI	CRAM013	ICHN004
TRI	PYRA021	ICHN004
TRI	CRAM013	ICHN004
TRI	PYRA021	MICR001
HYB	CRAM012	ICHN025
HYB	CRAM012	MICR094
HYB	CRAM012	ICHN025
HYB	CRAM013	ICHN025
HYB	CRAM012	ICHN004
HYB	CRAM012	MICR094
HYB	CRAM013	TACH032
HYB	CRAM012	TACH044
HYB	CRAM012	TACH044
HYB	CRAM012	TACH044
TRI	CRAM013	TACH032
TRI	GEOM034	TACH154
TRI	THYR010	TACH158
TRI	GEOM034	TACH154
TRI	GEOM034	TACH154
TRI	GEOM034	TACH154
KLE	XXXX117	MICR097
KLE	XXXX116	MICR034
TRI	GEOM132	TACH157
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	ROGA003
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT009
LEE	CRAM078	AGAT009
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
BAR	PYRA027	CHAL001
HEL	PYRA026	TACH032
HEL	PYRA026	TACH032
BAR	PYRA027	TACH032
HYB	CRAM012	ICHN025
HYB	CRAM012	ICHN025
HYB	CRAM012	ICHN025
TRI	CRAM012	ICHN004
KLE	CRAM012	ICHN025
KLE	CRAM012	ICHN025
HYB	CRAM013	ICHN025
HYB	CRAM012	ICHN025
HYB	CRAM012	ICHN025
HYB	CRAM012	ICHN025
TRI	CRAM013	MICR034
HYB	CRAM012	ICHN025
TRI	CRAM013	ICHN004
TRI	CRAM013	ICHN004
TRI	CRAM012	ICHN004
GEU	CHOR012	AGAT021
GEU	CHOR012	AGAT021
HYB	CRAM012	TACH044
HYB	CRAM012	TACH044
TRI	CRAM013	TACH032
HYB	CRAM012	TACH044
HYB	CRAM012	TACH044
HYB	CRAM012	TACH044
HYB	CRAM012	TACH044
TRI	CRAM013	TACH032
GEU	PYRA003	TACH040
MOL	CRAM005	ROGA002
MOL	CHOR002	MICR232
MOL	CRAM005	ROGA002
GUL	CRAM005	TACH040
MOL	CRAM005	TACH040
MOL	CRAM005	TACH040
MOL	CRAM005	TACH040
MOL	CRAM005	TACH040
MOL	CRAM005	TACH040
MOL	CRAM005	TACH040
COR	TORT040	TACH026
COR	HESP007	TACH226
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	TACH026
COR	TORT040	ICHN043
COR	TORT040	ICHN043
HOR	LIMA025	MICR161
COR	TORT040	MICR096
GUL	CHOR001	AGAT025
COR	TORT040	AGAT036
GUL	CHOR001	AGAT025
GUL	CHOR001	AGAT025
COR	TORT040	MICR096
MOL	CRAM003	ROGA004
COR	TORT040	ICHN053
COR	TORT040	CHEL014
COR	TORT040	TACH026
COR	HESP007	TACH025
COR	TORT040	TACH095
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH226
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH226
LIT	TORT184	TACH030
LIT	TORT184	TACH030
COR	HESP007	TACH226
COR	HESP007	TACH226
COR	HESP007	TACH226
HEL	PYRA026	TACH032
LIT	TORT184	TACH030
COR	HESP007	TACH025
COR	HESP007	TACH025
LIT	TORT184	TACH030
LIT	TORT184	TACH030
COR	HESP007	TACH025
HEL	PYRA026	TACH032
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH025
LIT	TORT184	TACH030
COR	HESP007	TACH226
COR	HESP007	TACH025
LIT	TORT184	TACH030
COR	HESP007	TACH025
LIT	TORT184	TACH030
COR	HESP007	TACH226
HEL	PYRA026	TACH032
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
BAR	PYRA027	TACH032
BAR	PYRA027	TACH032
LIT	TORT184	TACH030
LIT	TORT184	TACH030
COR	HESP007	TACH025
LIT	TORT184	TACH030
COR	HESP007	TACH025
COR	TORT040	TACH026
LIT	TORT184	TACH030
HEL	PYRA026	TACH032
COR	HESP007	TACH226
COR	HESP007	TACH025
HEL	PYRA026	TACH032
HEL	PYRA026	TACH032
HEL	PYRA026	TACH032
LEE	CRAM078	ROGA003
LEE	CRAM078	AGAT075
LEE	CRAM078	CHEL010
LEE	CRAM078	AGAT074
LIT	TORT184	ICHN047
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT074
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LEE	CRAM078	CHEL010
LEE	CRAM078	AGAT075
LEE	CRAM078	CHEL010
LEE	CRAM078	AGAT075
LEE	CRAM078	AGAT075
LIT	TORT184	TACH030
LIT	TORT184	TACH030
COR	HESP007	TACH226
COR	HESP007	TACH226
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
LIT	TORT184	TACH030
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH025
COR	HESP007	TACH226
COR	HESP007	TACH025
LIT	TORT184	TACH030
COR	HESP007	TACH226
LIT	TORT117	CHEL024
LIT	TORT117	ICHN047
LEE	CRAM078	AGAT075
COR	HESP007	TACH226
COR	HESP007	TACH226
COR	HESP007	TACH226
BAR	NOTO005	TACH033
BAR	NOTO005	TACH033
BAR	NOTO005	TACH033
BAR	NOTO005	TACH033
LIT	TORT184	TACH030
BAR	NOTO005	TACH033
LIT	TORT184	TACH030
LIT	TORT184	TACH030
LIT	TORT184	TACH030
BAR	PYRA027	TACH001
LIT	TORT184	TACH030
LIT	TORT184	TACH030
LIT	TORT184	TACH030
LIT	TORT184	TACH030
HYB	CRAM012	ICHN025
COP	CRAM006	CHEL009
PHA	TORT005	TACH050
PHA	TORT005	MICR014
PHA	TORT005	MICR014
HIS	NOCT010	CHAL010
COP	CRAM002	TACH040
HIS	LYCA001	TACH294
COP	CRAM002	TACH142
HIS	NOCT010	TACH010
PHA	TORT005	TACH050
COP	CRAM002	TACH040
HIS	NOCT010	TACH010
PHA	TORT005	TACH050
HIS	CHOR002	MICR038
HIS	CHOR002	MICR038
HIS	CHOR002	MICR038
HIS	CHOR002	MICR038
PHA	TORT005	BETH001
PHA	TORT005	TACH050
PHA	TORT005	MICR014
PHA	TORT005	MICR014
PHA	TORT005	MICR014
PHA	TORT005	MICR014
PHA	TORT005	MICR014
PHA	TORT005	MICR014
PHA	TORT005	MICR019
PHA	TORT005	MICR014
PHA	TORT005	MICR014
PHA	TORT005	BETH001
HIS	TORT005	MICR014
COP	CRAM002	CHEL010
COP	CRAM002	MICR088
COP	CRAM002	CHEL010
BER	TORT005	MICR014
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
BER	TORT005	TACH050
PAR	NOCT010	TACH078
PAR	NOCT004	TACH079
MAU	TORT005	TACH213
DAM	LIMA030	TACH111
MAF	TORT005	TACH213
MAF	GEOM151	TACH019
MAF	XXXX021	TACH014
MAF	TORT005	TACH214
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
MAA	XXXX021	TACH014
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
CON	TORT005	TACH050
MAA	XXXX021	MICR031
MAA	XXXX021	MICR031
MAA	XXXX021	MICR031
MAA	XXXX021	MICR031
MAA	XXXX021	MICR031
MAA	XXXX021	MICR031
MAA	XXXX021	MICR031
MAA	XXXX068	MICR031
MAA	XXXX021	MICR031
CON	TORT005	MICR014
CON	TORT005	MICR014
CON	TORT005	MICR014
CON	TORT005	MICR014
CON	TORT005	MICR014
CON	TORT005	MICR014
CON	TORT005	MICR014
CON	TORT005	MICR014
DAM	CHOR016	AGAT023
DAM	CHOR016	AGAT023
DAM	CHOR016	MICR101
BER	TORT005	MICR014
BER	TORT005	MICR014
BER	TORT005	MICR014
BER	TORT005	MICR014
BER	TORT005	MICR014
BER	TORT005	MICR014
MAF	XXXX068	ORGI004
MAF	XXXX068	MICR101
MAF	XXXX068	MICR101
MAF	THYR003	BETH002
MAF	XXXX068	MICR103
MAF	XXXX068	ORGI004
MAF	XXXX068	ORGI004
MAF	XXXX068	MICR101
MAF	XXXX068	ORGI004
MAF	XXXX068	MICR101
MAF	XXXX068	ORGI004
MAF	XXXX068	MICR101
MAF	XXXX068	ORGI004
MAF	XXXX068	MICR101
MAF	XXXX068	ORGI004
MAF	XXXX068	ORGI018
PAR	CHOR002	MICR038
PAR	CHOR002	MICR038
PAR	CHOR002	MICR038
PAR	CHOR002	MICR038
PAR	CHOR002	MICR038
PAR	TORT005	MICR014
PAR	TORT005	MICR014
PAR	CHOR002	MICR038
PAR	CHOR002	MICR038
PAR	CHOR002	MICR038
PUN	CHOR002	MICR038
PUN	CHOR002	MICR038
PUN	CHOR014	MICR038
PUN	CHOR014	BETH001
PUN	CHOR002	MICR038
PUN	CHOR002	MICR038
PUN	CHOR002	MICR038
PUN	CHOR014	MICR038
PUN	CHOR002	MICR038
MAU	TORT075	BETH002
BER	TORT005	MICR014
BER	TORT005	MICR014
BER	TORT005	BETH001
HIS	TORT012	MICR014
HIS	CHOR002	MICR038
MAF	XXXX068	MICR101
MAA	XXXX021	MICR031
MAF	XXXX021	ROGA012
PUN	CHOR014	MICR038
PUN	CHOR014	MICR038
PUN	CHOR014	MICR038
CON	TORT005	MICR014
CON	TORT005	MICR014
CON	CHOR001	HORM001
CON	CHOR001	HORM001
COP	CRAM009	MICR051
COP	CRAM009	MICR051
COP	CRAM009	MICR051
COP	CRAM002	MICR088
PAR	TORT005	MICR014
CON	TORT005	MICR014
CON	CHOR001	AGAT023
PAR	CHOR002	MICR038
MAA	XXXX068	ORGI004
MAF	XXXX068	MICR101
MAA	TORT083	MICR013
MAA	XXXX021	MICR140
CON	TORT005	MICR014
BER	TORT005	MICR014
PAR	CHOR002	MICR038
CON	TORT005	MICR014
MAF	XXXX068	ORGI004
CON	TORT005	MICR014
BER	TORT005	MICR014
MAU	CHOR008	MICR084
MAF	XXXX068	MICR101
DAM	CHOR016	AGAT023
CON	TORT005	MICR014
MAU	CHOR008	MICR084
MAF	XXXX068	MICR101
CON	TORT005	MICR014
CON	TORT005	MICR014
BER	CHOR002	HORM001
CON	TORT005	MICR014
